flight_id,from_city,to_city,datetime,cost,cancel_available,time_cancel_available
FL8529,Hai Phong,Quy Nhon,8/17/2025 18:45,1870000,TRUE,8/17/2025 15:45
FL9685,Ho Chi Minh City,Hanoi,8/17/2025 13:45,1970000,FALSE,
FL6905,Hue,Vinh,8/17/2025 12:30,810000,TRUE,8/17/2025 10:30
FL6831,Thanh Hoa,Vinh,8/17/2025 20:45,1820000,TRUE,8/17/2025 14:45
FL7057,Quy Nhon,Can Tho,8/17/2025 17:00,740000,FALSE,
FL7009,Can Tho,Nha Trang,8/17/2025 14:15,1640000,TRUE,8/17/2025 12:15
FL5500,Pleiku,Vinh,8/18/2025 11:00,1170000,FALSE,
FL7759,Vinh,Quy Nhon,8/18/2025 16:30,700000,TRUE,8/18/2025 11:30
FL8526,Hanoi,Pleiku,8/18/2025 10:45,1620000,FALSE,
FL5597,Can Tho,Nha Trang,8/18/2025 11:30,1990000,FALSE,
FL3832,Phu Quoc,Nha Trang,8/18/2025 13:00,1930000,FALSE,
FL3072,Da Nang,Ho Chi Minh City,8/18/2025 7:45,1780000,TRUE,8/18/2025 5:45
FL8806,Ho Chi Minh City,Quy Nhon,8/18/2025 11:30,1120000,TRUE,8/18/2025 9:30
FL8916,Hai Phong,Phu Quoc,8/18/2025 8:00,1500000,TRUE,8/18/2025 4:00
FL6455,Buon Ma Thuot,Ho Chi Minh City,8/18/2025 14:45,520000,FALSE,
FL5219,Phu Quoc,Can Tho,8/18/2025 6:30,1120000,TRUE,8/18/2025 4:30
FL7394,Da Nang,Vinh,8/18/2025 19:45,1160000,FALSE,
FL2059,Phu Quoc,Quy Nhon,8/18/2025 16:30,600000,FALSE,
FL8079,Buon Ma Thuot,Thanh Hoa,8/19/2025 7:30,1950000,TRUE,8/19/2025 2:30
FL9656,Da Nang,Buon Ma Thuot,8/19/2025 10:00,1530000,FALSE,
FL1789,Can Tho,Pleiku,8/19/2025 7:30,1320000,FALSE,
FL4184,Pleiku,Thanh Hoa,8/19/2025 6:00,720000,TRUE,8/19/2025 0:00
FL2080,Ho Chi Minh City,Pleiku,8/19/2025 17:15,680000,FALSE,
FL3655,Hai Phong,Buon Ma Thuot,8/19/2025 8:00,880000,FALSE,
FL4907,Ho Chi Minh City,Da Nang,8/19/2025 6:00,1950000,FALSE,
FL2514,Quy Nhon,Nha Trang,8/19/2025 9:00,1050000,FALSE,
FL6977,Pleiku,Thanh Hoa,8/20/2025 13:30,940000,TRUE,8/20/2025 8:30
FL7246,Hai Phong,Can Tho,8/20/2025 15:30,1770000,FALSE,
FL5745,Hai Phong,Quy Nhon,8/20/2025 6:15,1870000,TRUE,8/20/2025 3:15
FL3365,Da Nang,Quy Nhon,8/20/2025 10:45,570000,TRUE,8/20/2025 5:45
FL2787,Pleiku,Ho Chi Minh City,8/20/2025 11:30,760000,FALSE,
FL9031,Hai Phong,Phu Quoc,8/20/2025 10:30,800000,FALSE,
FL3992,Phu Quoc,Can Tho,8/20/2025 12:45,1540000,FALSE,
FL4053,Nha Trang,Vinh,8/20/2025 6:45,1880000,FALSE,
FL2876,Vinh,Nha Trang,8/20/2025 17:00,580000,TRUE,8/20/2025 13:00
FL1294,Hue,Ho Chi Minh City,8/21/2025 15:45,1080000,TRUE,8/21/2025 12:45
FL2824,Hai Phong,Ho Chi Minh City,8/21/2025 15:00,880000,TRUE,8/21/2025 13:00
FL8847,Nha Trang,Ho Chi Minh City,8/21/2025 8:45,1290000,FALSE,
FL5928,Hanoi,Pleiku,8/21/2025 18:30,1320000,TRUE,8/21/2025 15:30
FL1477,Hai Phong,Can Tho,8/21/2025 14:00,1920000,FALSE,
FL7952,Buon Ma Thuot,Ho Chi Minh City,8/21/2025 14:30,1580000,TRUE,8/21/2025 8:30
FL6704,Buon Ma Thuot,Da Nang,8/21/2025 16:15,1140000,FALSE,
FL8921,Ho Chi Minh City,Vinh,8/21/2025 19:45,1220000,FALSE,
FL4707,Phu Quoc,Da Nang,8/22/2025 12:30,1270000,FALSE,
FL3802,Hue,Hai Phong,8/22/2025 10:15,670000,TRUE,8/22/2025 4:15
FL7506,Hai Phong,Thanh Hoa,8/22/2025 7:00,1990000,TRUE,8/22/2025 3:00
FL1395,Quy Nhon,Hue,8/22/2025 18:45,1420000,TRUE,8/22/2025 14:45
FL1211,Phu Quoc,Quy Nhon,8/22/2025 6:30,990000,FALSE,
FL1110,Thanh Hoa,Nha Trang,8/22/2025 13:15,1510000,TRUE,8/22/2025 7:15
FL1973,Da Nang,Can Tho,8/22/2025 17:30,1870000,FALSE,
FL4649,Nha Trang,Vinh,8/22/2025 12:00,710000,FALSE,
FL1329,Phu Quoc,Hanoi,8/22/2025 19:45,990000,FALSE,
FL4687,Hue,Hai Phong,8/22/2025 9:30,540000,TRUE,8/22/2025 3:30
FL5911,Hanoi,Nha Trang,8/22/2025 20:45,1100000,FALSE,
FL5487,Hanoi,Hue,8/22/2025 10:15,1940000,FALSE,
FL4138,Phu Quoc,Pleiku,8/23/2025 17:30,1960000,TRUE,8/23/2025 15:30
FL4426,Hai Phong,Hanoi,8/23/2025 7:45,1110000,FALSE,
FL2286,Ho Chi Minh City,Can Tho,8/23/2025 18:30,1240000,FALSE,
FL8072,Ho Chi Minh City,Vinh,8/23/2025 16:30,1390000,FALSE,
FL2151,Pleiku,Ho Chi Minh City,8/23/2025 8:30,1210000,FALSE,
FL4668,Hanoi,Da Nang,8/23/2025 12:45,960000,FALSE,
FL6694,Da Nang,Hai Phong,8/23/2025 16:00,1000000,TRUE,8/23/2025 13:00
FL2985,Can Tho,Thanh Hoa,8/23/2025 18:45,1570000,FALSE,
FL7654,Hanoi,Phu Quoc,8/23/2025 8:45,920000,FALSE,
FL9249,Buon Ma Thuot,Hanoi,8/23/2025 7:45,860000,TRUE,8/23/2025 2:45
FL9263,Hanoi,Quy Nhon,8/23/2025 19:30,690000,FALSE,
FL1432,Da Nang,Hai Phong,8/24/2025 9:00,880000,TRUE,8/24/2025 6:00
FL7334,Vinh,Buon Ma Thuot,8/24/2025 15:30,710000,TRUE,8/24/2025 9:30
FL6665,Hanoi,Pleiku,8/24/2025 17:30,1780000,TRUE,8/24/2025 13:30
FL7136,Nha Trang,Hue,8/24/2025 15:15,750000,FALSE,
FL2954,Thanh Hoa,Hanoi,8/24/2025 7:45,1120000,TRUE,8/24/2025 3:45
FL8579,Hai Phong,Buon Ma Thuot,8/24/2025 8:15,1500000,FALSE,
FL9036,Can Tho,Buon Ma Thuot,8/24/2025 12:00,740000,FALSE,
FL7789,Hue,Da Nang,8/24/2025 11:45,930000,TRUE,8/24/2025 9:45
FL5352,Hue,Hai Phong,8/24/2025 14:00,1630000,TRUE,8/24/2025 12:00
FL9752,Nha Trang,Pleiku,8/24/2025 17:45,1730000,TRUE,8/24/2025 12:45
FL1286,Phu Quoc,Vinh,8/25/2025 20:15,1700000,TRUE,8/25/2025 18:15
FL8204,Pleiku,Da Nang,8/25/2025 19:30,660000,TRUE,8/25/2025 14:30
FL9600,Can Tho,Buon Ma Thuot,8/25/2025 19:00,1610000,FALSE,
FL8527,Phu Quoc,Hai Phong,8/25/2025 10:00,690000,FALSE,
FL2940,Can Tho,Buon Ma Thuot,8/25/2025 8:15,950000,FALSE,
FL9499,Vinh,Phu Quoc,8/25/2025 8:45,1920000,FALSE,
FL5159,Ho Chi Minh City,Vinh,8/26/2025 16:00,1390000,FALSE,
FL5111,Hai Phong,Pleiku,8/26/2025 11:00,1070000,FALSE,
FL8897,Hai Phong,Phu Quoc,8/26/2025 12:15,530000,FALSE,
FL9035,Pleiku,Thanh Hoa,8/26/2025 12:30,1010000,FALSE,
FL3435,Hue,Vinh,8/26/2025 15:30,830000,TRUE,8/26/2025 11:30
FL6161,Hanoi,Buon Ma Thuot,8/26/2025 8:15,930000,FALSE,
FL8332,Pleiku,Hue,8/26/2025 20:00,1670000,TRUE,8/26/2025 15:00
FL4804,Can Tho,Nha Trang,8/26/2025 18:15,1160000,FALSE,
FL3106,Can Tho,Quy Nhon,8/27/2025 12:00,1880000,FALSE,
FL7681,Nha Trang,Phu Quoc,8/27/2025 8:30,820000,FALSE,
FL8883,Nha Trang,Da Nang,8/27/2025 19:15,1990000,TRUE,8/27/2025 13:15
FL1839,Can Tho,Quy Nhon,8/27/2025 20:15,1410000,FALSE,
FL5020,Hanoi,Da Nang,8/27/2025 18:45,1050000,FALSE,
FL5219,Ho Chi Minh City,Can Tho,8/27/2025 8:45,1420000,TRUE,8/27/2025 3:45
FL1306,Thanh Hoa,Vinh,8/28/2025 11:45,1460000,TRUE,8/28/2025 9:45
FL5648,Hanoi,Phu Quoc,8/28/2025 10:30,920000,TRUE,8/28/2025 8:30
FL2418,Da Nang,Hanoi,8/28/2025 20:45,1270000,TRUE,8/28/2025 16:45
FL6124,Can Tho,Thanh Hoa,8/28/2025 12:30,1980000,FALSE,
FL7479,Thanh Hoa,Nha Trang,8/28/2025 18:15,760000,FALSE,
FL8424,Da Nang,Phu Quoc,8/28/2025 16:15,1760000,TRUE,8/28/2025 11:15
FL5030,Hue,Pleiku,8/28/2025 6:30,1290000,FALSE,
FL2321,Nha Trang,Da Nang,8/28/2025 17:30,1950000,TRUE,8/28/2025 11:30
FL5228,Quy Nhon,Hue,8/28/2025 17:30,1920000,FALSE,
FL2248,Da Nang,Can Tho,8/28/2025 7:00,1430000,TRUE,8/28/2025 2:00
FL9032,Quy Nhon,Can Tho,8/28/2025 17:15,510000,FALSE,
FL7463,Nha Trang,Quy Nhon,8/28/2025 19:30,1010000,FALSE,
FL8219,Hai Phong,Phu Quoc,8/29/2025 13:45,1080000,TRUE,8/29/2025 7:45
FL3404,Phu Quoc,Ho Chi Minh City,8/29/2025 9:30,1280000,FALSE,
FL1171,Hue,Phu Quoc,8/29/2025 17:30,1260000,FALSE,
FL5067,Vinh,Pleiku,8/29/2025 15:45,1670000,FALSE,
FL1849,Quy Nhon,Hai Phong,8/29/2025 11:15,920000,TRUE,8/29/2025 8:15
FL8052,Hue,Quy Nhon,8/29/2025 20:15,1380000,TRUE,8/29/2025 16:15
FL5806,Hai Phong,Pleiku,8/29/2025 15:00,740000,TRUE,8/29/2025 11:00
FL3569,Nha Trang,Vinh,8/29/2025 15:00,1920000,TRUE,8/29/2025 13:00
FL4266,Buon Ma Thuot,Pleiku,8/29/2025 11:00,990000,TRUE,8/29/2025 6:00
FL4262,Phu Quoc,Thanh Hoa,8/30/2025 18:45,920000,FALSE,
FL3444,Pleiku,Da Nang,8/30/2025 16:15,830000,FALSE,
FL4241,Da Nang,Phu Quoc,8/30/2025 17:45,880000,TRUE,8/30/2025 14:45
FL9800,Buon Ma Thuot,Hue,8/30/2025 17:15,820000,TRUE,8/30/2025 14:15
FL3724,Pleiku,Nha Trang,8/30/2025 7:30,1570000,TRUE,8/30/2025 3:30
FL2146,Hanoi,Thanh Hoa,8/30/2025 14:15,1010000,TRUE,8/30/2025 9:15
FL1704,Nha Trang,Hanoi,8/30/2025 7:00,1680000,FALSE,
FL6209,Vinh,Can Tho,8/30/2025 6:45,1320000,FALSE,
FL3421,Pleiku,Da Nang,8/30/2025 6:15,1350000,FALSE,
FL7431,Hai Phong,Quy Nhon,8/30/2025 14:00,1970000,TRUE,8/30/2025 8:00
FL7980,Phu Quoc,Buon Ma Thuot,8/30/2025 6:15,1900000,FALSE,
FL6303,Can Tho,Pleiku,8/30/2025 11:15,1450000,TRUE,8/30/2025 5:15
FL4545,Phu Quoc,Buon Ma Thuot,8/31/2025 9:15,1890000,FALSE,
FL1645,Thanh Hoa,Pleiku,8/31/2025 6:00,1840000,TRUE,8/31/2025 2:00
FL6717,Nha Trang,Hanoi,8/31/2025 7:15,1940000,TRUE,8/31/2025 1:15
FL1108,Can Tho,Hue,8/31/2025 12:30,1100000,FALSE,
FL4757,Vinh,Quy Nhon,8/31/2025 10:00,1460000,TRUE,8/31/2025 5:00
FL6853,Buon Ma Thuot,Da Nang,8/31/2025 8:00,1810000,TRUE,8/31/2025 3:00
FL5131,Hai Phong,Phu Quoc,8/31/2025 17:45,1380000,FALSE,
FL2452,Phu Quoc,Pleiku,8/31/2025 19:30,1480000,TRUE,8/31/2025 14:30
FL3461,Vinh,Hanoi,9/1/2025 17:30,1990000,TRUE,9/1/2025 11:30
FL5568,Can Tho,Ho Chi Minh City,9/1/2025 18:15,790000,TRUE,9/1/2025 13:15
FL9473,Phu Quoc,Hanoi,9/1/2025 9:15,1370000,TRUE,9/1/2025 7:15
FL6503,Hanoi,Ho Chi Minh City,9/1/2025 12:30,1570000,TRUE,9/1/2025 8:30
FL6331,Buon Ma Thuot,Hue,9/1/2025 8:45,1220000,TRUE,9/1/2025 5:45
FL6228,Phu Quoc,Hanoi,9/1/2025 14:30,1750000,FALSE,
FL2668,Ho Chi Minh City,Hai Phong,9/1/2025 19:45,890000,FALSE,
FL4441,Thanh Hoa,Can Tho,9/1/2025 12:30,1480000,FALSE,
FL4875,Hue,Phu Quoc,9/2/2025 7:45,770000,TRUE,9/2/2025 2:45
FL9607,Hue,Can Tho,9/2/2025 15:45,970000,TRUE,9/2/2025 12:45
FL3375,Hai Phong,Quy Nhon,9/2/2025 12:30,1540000,TRUE,9/2/2025 9:30
FL5106,Pleiku,Da Nang,9/2/2025 11:45,1640000,TRUE,9/2/2025 8:45
FL7536,Quy Nhon,Ho Chi Minh City,9/2/2025 11:00,1880000,TRUE,9/2/2025 8:00
FL3115,Pleiku,Hanoi,9/2/2025 12:15,1750000,FALSE,
FL8970,Quy Nhon,Nha Trang,9/2/2025 13:15,810000,TRUE,9/2/2025 8:15
FL3303,Da Nang,Vinh,9/2/2025 15:15,1940000,TRUE,9/2/2025 11:15
FL4964,Buon Ma Thuot,Da Nang,9/2/2025 8:00,1560000,FALSE,
FL7787,Hanoi,Buon Ma Thuot,9/2/2025 11:15,510000,FALSE,
FL7983,Hue,Phu Quoc,9/2/2025 14:15,1700000,TRUE,9/2/2025 11:15
FL6722,Can Tho,Ho Chi Minh City,9/2/2025 7:00,1450000,TRUE,9/2/2025 5:00
FL7339,Pleiku,Da Nang,9/3/2025 14:00,1740000,FALSE,
FL3780,Da Nang,Can Tho,9/3/2025 10:00,1430000,FALSE,
FL8951,Buon Ma Thuot,Hanoi,9/3/2025 7:15,1410000,TRUE,9/3/2025 2:15
FL8581,Hai Phong,Can Tho,9/3/2025 7:30,1500000,TRUE,9/3/2025 2:30
FL4316,Hai Phong,Quy Nhon,9/3/2025 7:30,2000000,TRUE,9/3/2025 2:30
FL8022,Can Tho,Hanoi,9/3/2025 7:30,1370000,FALSE,
FL9822,Ho Chi Minh City,Can Tho,9/3/2025 19:15,1600000,TRUE,9/3/2025 14:15
FL9572,Quy Nhon,Hue,9/3/2025 15:00,1040000,FALSE,
FL7585,Buon Ma Thuot,Pleiku,9/3/2025 14:00,1170000,FALSE,
FL2880,Vinh,Nha Trang,9/3/2025 16:30,900000,TRUE,9/3/2025 12:30
FL3260,Thanh Hoa,Hanoi,9/4/2025 10:15,1820000,FALSE,
FL3796,Quy Nhon,Buon Ma Thuot,9/4/2025 16:45,1310000,TRUE,9/4/2025 12:45
FL5891,Thanh Hoa,Ho Chi Minh City,9/4/2025 6:45,1480000,TRUE,9/4/2025 0:45
FL1650,Hanoi,Nha Trang,9/4/2025 6:45,870000,TRUE,9/4/2025 3:45
FL2513,Pleiku,Vinh,9/4/2025 13:30,980000,TRUE,9/4/2025 10:30
FL4799,Phu Quoc,Da Nang,9/4/2025 6:30,580000,FALSE,
FL5048,Ho Chi Minh City,Hanoi,9/4/2025 18:30,730000,FALSE,
FL1218,Nha Trang,Ho Chi Minh City,9/4/2025 14:15,1770000,FALSE,
FL9627,Hue,Phu Quoc,9/4/2025 8:45,1900000,FALSE,
FL2637,Hue,Da Nang,9/4/2025 11:15,1270000,TRUE,9/4/2025 7:15
FL5417,Nha Trang,Hanoi,9/4/2025 20:00,1330000,TRUE,9/4/2025 16:00
FL7558,Can Tho,Thanh Hoa,9/4/2025 11:45,1800000,TRUE,9/4/2025 9:45
FL8775,Thanh Hoa,Pleiku,9/5/2025 19:00,1470000,TRUE,9/5/2025 15:00
FL5689,Ho Chi Minh City,Vinh,9/5/2025 6:45,1630000,TRUE,9/5/2025 4:45
FL2806,Hue,Ho Chi Minh City,9/5/2025 9:15,510000,TRUE,9/5/2025 7:15
FL5449,Thanh Hoa,Pleiku,9/5/2025 12:45,670000,FALSE,
FL9522,Hai Phong,Thanh Hoa,9/5/2025 19:15,960000,TRUE,9/5/2025 15:15
FL3418,Vinh,Nha Trang,9/5/2025 7:15,1460000,TRUE,9/5/2025 3:15
FL2122,Thanh Hoa,Pleiku,9/5/2025 7:30,970000,TRUE,9/5/2025 1:30
FL3363,Vinh,Hai Phong,9/5/2025 9:15,890000,TRUE,9/5/2025 3:15
FL6258,Vinh,Nha Trang,9/5/2025 11:15,1580000,FALSE,
FL4910,Hue,Buon Ma Thuot,9/5/2025 20:30,1060000,FALSE,
FL1708,Vinh,Buon Ma Thuot,9/5/2025 6:30,1320000,TRUE,9/5/2025 2:30
FL8608,Can Tho,Hue,9/5/2025 19:15,1560000,TRUE,9/5/2025 14:15
FL9199,Quy Nhon,Pleiku,9/6/2025 15:00,1050000,TRUE,9/6/2025 12:00
FL9094,Vinh,Pleiku,9/6/2025 11:15,1050000,TRUE,9/6/2025 6:15
FL5264,Hue,Thanh Hoa,9/6/2025 7:15,850000,FALSE,
FL3663,Buon Ma Thuot,Phu Quoc,9/6/2025 10:30,1480000,FALSE,
FL5597,Thanh Hoa,Buon Ma Thuot,9/6/2025 9:30,1950000,FALSE,
FL8153,Hue,Hanoi,9/6/2025 7:45,900000,TRUE,9/6/2025 1:45
FL2019,Quy Nhon,Da Nang,9/6/2025 19:15,1970000,TRUE,9/6/2025 17:15
FL6251,Vinh,Hue,9/6/2025 11:00,1460000,FALSE,
FL2737,Hanoi,Can Tho,9/7/2025 9:00,950000,TRUE,9/7/2025 5:00
FL4516,Hue,Hai Phong,9/7/2025 12:30,810000,FALSE,
FL3179,Can Tho,Buon Ma Thuot,9/7/2025 17:45,1000000,TRUE,9/7/2025 11:45
FL9313,Hanoi,Phu Quoc,9/7/2025 18:30,960000,TRUE,9/7/2025 14:30
FL6255,Da Nang,Hue,9/7/2025 10:00,980000,FALSE,
FL1807,Hanoi,Pleiku,9/7/2025 17:15,1190000,FALSE,
FL8823,Buon Ma Thuot,Hai Phong,9/7/2025 7:30,1810000,FALSE,
FL5816,Hanoi,Buon Ma Thuot,9/7/2025 14:15,1920000,TRUE,9/7/2025 12:15
FL6878,Hue,Hai Phong,9/7/2025 20:00,1840000,TRUE,9/7/2025 18:00
FL5867,Thanh Hoa,Quy Nhon,9/8/2025 13:30,1910000,TRUE,9/8/2025 7:30
FL1850,Phu Quoc,Hai Phong,9/8/2025 7:00,640000,TRUE,9/8/2025 2:00
FL8354,Nha Trang,Pleiku,9/8/2025 18:15,1940000,TRUE,9/8/2025 16:15
FL8972,Thanh Hoa,Vinh,9/8/2025 17:15,900000,FALSE,
FL5835,Vinh,Hai Phong,9/8/2025 8:15,540000,TRUE,9/8/2025 3:15
FL7909,Phu Quoc,Hue,9/8/2025 19:00,1630000,FALSE,
FL6629,Quy Nhon,Thanh Hoa,9/8/2025 6:15,1550000,TRUE,9/8/2025 4:15
FL8194,Pleiku,Ho Chi Minh City,9/8/2025 18:45,1750000,TRUE,9/8/2025 14:45
FL7266,Can Tho,Hai Phong,9/8/2025 8:45,1360000,FALSE,
FL3255,Thanh Hoa,Ho Chi Minh City,9/9/2025 8:30,1290000,FALSE,
FL3567,Pleiku,Da Nang,9/9/2025 11:00,1750000,FALSE,
FL4036,Vinh,Can Tho,9/9/2025 13:45,1630000,FALSE,
FL6368,Phu Quoc,Pleiku,9/9/2025 18:45,890000,TRUE,9/9/2025 15:45
FL7434,Pleiku,Vinh,9/9/2025 18:00,1640000,FALSE,
FL5801,Hai Phong,Vinh,9/9/2025 18:45,1900000,FALSE,
FL6273,Quy Nhon,Hai Phong,9/9/2025 11:15,1270000,FALSE,
FL8151,Quy Nhon,Phu Quoc,9/9/2025 18:15,1090000,TRUE,9/9/2025 12:15
FL3223,Nha Trang,Vinh,9/9/2025 13:15,820000,FALSE,
FL8918,Hanoi,Ho Chi Minh City,9/10/2025 16:30,530000,TRUE,9/10/2025 13:30
FL2336,Hue,Pleiku,9/10/2025 16:45,1520000,TRUE,9/10/2025 12:45
FL5257,Hue,Phu Quoc,9/10/2025 10:00,1850000,TRUE,9/10/2025 8:00
FL7147,Quy Nhon,Pleiku,9/10/2025 17:15,740000,TRUE,9/10/2025 14:15
FL1087,Can Tho,Phu Quoc,9/10/2025 8:45,1440000,FALSE,
FL7332,Buon Ma Thuot,Nha Trang,9/10/2025 14:45,1990000,TRUE,9/10/2025 10:45
FL4297,Quy Nhon,Thanh Hoa,9/11/2025 16:00,510000,TRUE,9/11/2025 14:00
FL6777,Phu Quoc,Da Nang,9/11/2025 14:45,1840000,TRUE,9/11/2025 11:45
FL5818,Hue,Buon Ma Thuot,9/11/2025 15:00,510000,FALSE,
FL9558,Quy Nhon,Buon Ma Thuot,9/11/2025 8:15,660000,TRUE,9/11/2025 6:15
FL2093,Pleiku,Quy Nhon,9/11/2025 16:30,520000,FALSE,
FL6724,Vinh,Hai Phong,9/11/2025 17:00,1150000,FALSE,
FL1195,Pleiku,Phu Quoc,9/11/2025 17:00,2000000,FALSE,
FL5817,Vinh,Quy Nhon,9/11/2025 13:30,1920000,FALSE,
FL5699,Buon Ma Thuot,Hue,9/12/2025 16:15,1210000,TRUE,9/12/2025 11:15
FL5238,Hanoi,Vinh,9/12/2025 7:45,1240000,FALSE,
FL8466,Buon Ma Thuot,Phu Quoc,9/12/2025 18:30,1870000,FALSE,
FL9674,Thanh Hoa,Can Tho,9/12/2025 16:15,1460000,FALSE,
FL1400,Pleiku,Thanh Hoa,9/12/2025 11:00,1430000,FALSE,
FL7249,Ho Chi Minh City,Can Tho,9/12/2025 15:30,1180000,TRUE,9/12/2025 11:30
FL8034,Hai Phong,Vinh,9/12/2025 6:45,1340000,FALSE,
FL8893,Thanh Hoa,Hue,9/12/2025 10:00,510000,FALSE,
FL2624,Quy Nhon,Ho Chi Minh City,9/13/2025 6:45,870000,TRUE,9/13/2025 3:45
FL1109,Can Tho,Pleiku,9/13/2025 19:15,1390000,TRUE,9/13/2025 15:15
FL7702,Nha Trang,Vinh,9/13/2025 15:15,710000,TRUE,9/13/2025 12:15
FL1271,Ho Chi Minh City,Vinh,9/13/2025 12:15,1220000,TRUE,9/13/2025 8:15
FL1055,Pleiku,Da Nang,9/13/2025 9:15,1610000,FALSE,
FL2281,Buon Ma Thuot,Ho Chi Minh City,9/13/2025 10:30,670000,FALSE,
FL1853,Da Nang,Nha Trang,9/14/2025 7:30,1890000,TRUE,9/14/2025 2:30
FL3418,Vinh,Hai Phong,9/14/2025 16:00,1970000,FALSE,
FL7054,Vinh,Buon Ma Thuot,9/14/2025 15:30,870000,FALSE,
FL3902,Thanh Hoa,Hanoi,9/14/2025 20:45,500000,FALSE,
FL1134,Vinh,Hai Phong,9/14/2025 10:15,2000000,FALSE,
FL9461,Da Nang,Hanoi,9/14/2025 15:45,1110000,TRUE,9/14/2025 12:45
FL2909,Can Tho,Nha Trang,9/15/2025 13:45,740000,FALSE,
FL7617,Quy Nhon,Hanoi,9/15/2025 7:30,1360000,TRUE,9/15/2025 1:30
FL1161,Phu Quoc,Can Tho,9/15/2025 11:00,1040000,FALSE,
FL8352,Nha Trang,Quy Nhon,9/15/2025 18:00,1080000,TRUE,9/15/2025 16:00
FL1498,Quy Nhon,Vinh,9/15/2025 9:30,1640000,FALSE,
FL3888,Quy Nhon,Can Tho,9/15/2025 15:00,930000,FALSE,
FL3017,Hanoi,Da Nang,9/15/2025 13:00,1670000,FALSE,
FL1482,Hue,Pleiku,9/15/2025 7:30,1440000,FALSE,
FL8732,Quy Nhon,Can Tho,9/15/2025 16:45,930000,FALSE,
FL3701,Pleiku,Da Nang,9/15/2025 12:30,1880000,TRUE,9/15/2025 9:30
FL4162,Buon Ma Thuot,Hue,9/16/2025 10:45,1300000,FALSE,
FL6600,Can Tho,Da Nang,9/16/2025 15:00,930000,TRUE,9/16/2025 11:00
FL7473,Ho Chi Minh City,Buon Ma Thuot,9/16/2025 13:45,670000,FALSE,
FL8554,Hanoi,Ho Chi Minh City,9/16/2025 14:15,1240000,TRUE,9/16/2025 8:15
FL2653,Da Nang,Thanh Hoa,9/16/2025 13:30,1200000,FALSE,
FL9394,Nha Trang,Pleiku,9/16/2025 16:30,660000,FALSE,
FL6994,Vinh,Thanh Hoa,9/16/2025 16:30,1870000,TRUE,9/16/2025 12:30
FL6905,Vinh,Nha Trang,9/16/2025 6:15,1250000,FALSE,
FL4958,Quy Nhon,Da Nang,9/16/2025 19:30,970000,FALSE,
FL5133,Hanoi,Thanh Hoa,9/16/2025 10:45,1810000,FALSE,
FL2942,Buon Ma Thuot,Vinh,9/16/2025 8:45,1430000,FALSE,
FL7917,Pleiku,Thanh Hoa,9/17/2025 14:00,1780000,TRUE,9/17/2025 9:00
FL2894,Quy Nhon,Hanoi,9/17/2025 9:30,1230000,TRUE,9/17/2025 6:30
FL2156,Pleiku,Hanoi,9/17/2025 11:30,890000,TRUE,9/17/2025 9:30
FL7629,Ho Chi Minh City,Can Tho,9/17/2025 20:45,640000,TRUE,9/17/2025 14:45
FL8894,Thanh Hoa,Buon Ma Thuot,9/17/2025 17:45,1520000,FALSE,
FL6005,Quy Nhon,Buon Ma Thuot,9/17/2025 16:15,670000,TRUE,9/17/2025 14:15
FL8403,Hanoi,Ho Chi Minh City,9/17/2025 16:30,1580000,TRUE,9/17/2025 13:30
FL2909,Can Tho,Hue,9/17/2025 19:30,760000,FALSE,
FL4118,Quy Nhon,Vinh,9/17/2025 9:00,970000,TRUE,9/17/2025 3:00
FL9923,Can Tho,Thanh Hoa,9/18/2025 10:45,1040000,FALSE,
FL8992,Quy Nhon,Hai Phong,9/18/2025 14:30,1300000,TRUE,9/18/2025 10:30
FL6417,Vinh,Quy Nhon,9/18/2025 11:15,1970000,FALSE,
FL6940,Nha Trang,Hue,9/18/2025 13:45,1130000,FALSE,
FL6028,Hai Phong,Buon Ma Thuot,9/18/2025 20:00,1200000,TRUE,9/18/2025 15:00
FL3666,Vinh,Quy Nhon,9/18/2025 6:15,1790000,TRUE,9/18/2025 0:15
FL5685,Can Tho,Vinh,9/18/2025 9:00,1080000,TRUE,9/18/2025 3:00
FL4644,Thanh Hoa,Buon Ma Thuot,9/18/2025 12:45,1060000,TRUE,9/18/2025 8:45
FL6073,Da Nang,Buon Ma Thuot,9/18/2025 11:00,1070000,FALSE,
FL5231,Nha Trang,Quy Nhon,9/19/2025 14:15,690000,FALSE,
FL8476,Buon Ma Thuot,Pleiku,9/19/2025 7:45,690000,FALSE,
FL4324,Thanh Hoa,Da Nang,9/19/2025 20:00,720000,FALSE,
FL8910,Hai Phong,Buon Ma Thuot,9/19/2025 7:45,560000,FALSE,
FL5767,Phu Quoc,Quy Nhon,9/19/2025 9:30,630000,TRUE,9/19/2025 5:30
FL6344,Quy Nhon,Hanoi,9/19/2025 15:15,1460000,TRUE,9/19/2025 9:15
FL5911,Nha Trang,Buon Ma Thuot,9/19/2025 11:30,1520000,TRUE,9/19/2025 7:30
FL7079,Da Nang,Hue,9/19/2025 14:00,1940000,TRUE,9/19/2025 10:00
FL7422,Pleiku,Hue,9/19/2025 17:45,580000,FALSE,
FL5738,Quy Nhon,Can Tho,9/19/2025 15:45,1570000,FALSE,
FL3328,Pleiku,Nha Trang,9/20/2025 20:00,1240000,FALSE,
